,Province_NL,Arrondissement_NL,Arrondissement_FR,Municipality,Province,Province_FR,Province_DE,C_NIS5,Commune_NL,Commune_FR,Commune_DE,StatistischeSector_code_Secteurstatistique,Sector_NL,Sector_FR,Sector_DE,C_NIS6
11573,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A00-,CHIMAY-CENTRE,CHIMAY-CENTRE,CHIMAY-CENTRE,56016A
11574,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A01-,RUE DE VIRELLES,RUE DE VIRELLES,RUE DE VIRELLES,56016A
11575,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A02-,CHAUSSEE DE COUVIN - FAUBOURG,CHAUSSEE DE COUVIN - FAUBOURG,CHAUSSEE DE COUVIN - FAUBOURG,56016A
11576,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A022,CHAUSSEE DE COUVIN,CHAUSSEE DE COUVIN,CHAUSSEE DE COUVIN,56016A
11577,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A030,LA BOUCHERE,LA BOUCHERE,LA BOUCHERE,56016A
11578,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A063,CAMPING - LE CHIMAY,CAMPING - LE CHIMAY,CAMPING - LE CHIMAY,56016A
11579,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A081,PLEUMONT,PLEUMONT,PLEUMONT,56016A
11580,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A09-,BEAUCHAMP,BEAUCHAMP,BEAUCHAMP,56016A
11581,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A184,TERNE DES VACHES,TERNE DES VACHES,TERNE DES VACHES,56016A
11582,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A19-,LA CHAMPAGNE,LA CHAMPAGNE,LA CHAMPAGNE,56016A
11583,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A282,LA FAGNE,LA FAGNE,LA FAGNE,56016A
11584,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016A291,LA BOULOYE,LA BOULOYE,LA BOULOYE,56016A
11585,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B00-,VIRELLES-CENTRE,VIRELLES-CENTRE,VIRELLES-CENTRE,56016B
11586,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B09-,LONGS PREAUX - FERRIERES,LONGS PREAUX - FERRIERES,LONGS PREAUX - FERRIERES,56016B
11587,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B11-,FAUBOURG DE CHIMAY,FAUBOURG DE CHIMAY,FAUBOURG DE CHIMAY,56016B
11588,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B122,FAUBOURG DE CHIMAY,FAUBOURG DE CHIMAY,FAUBOURG DE CHIMAY,56016B
11589,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B191,LES FONDERIES - CHAMP BATARD,LES FONDERIES - CHAMP BATARD,LES FONDERIES - CHAMP BATARD,56016B
11590,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016B29-,BOIS DE VIRELLES - PLAMONT,BOIS DE VIRELLES - PLAMONT,BOIS DE VIRELLES - PLAMONT,56016B
11591,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016C00-,VAULX-CENTRE - SAINT-PIERRE,VAULX-CENTRE - SAINT-PIERRE,VAULX-CENTRE - SAINT-PIERRE,56016C
11592,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016C09-,NEUF-MAISONS,NEUF-MAISONS,NEUF-MAISONS,56016C
11593,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016C19-,LES QUARTIERS,LES QUARTIERS,LES QUARTIERS,56016C
11594,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016D00-,LOMPRET-CENTRE,LOMPRET-CENTRE,LOMPRET-CENTRE,56016D
11595,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016D08-,BOIS LE SIRE - BOIS DE LOMPRET,BOIS LE SIRE - BOIS DE LOMPRET,BOIS LE SIRE - BOIS DE LOMPRET,56016D
11596,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016D09-,LE POTEAU - FOSSE RICHOUX,LE POTEAU - FOSSE RICHOUX,LE POTEAU - FOSSE RICHOUX,56016D
11597,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E00-,BAILEUX - CENTREE,BAILEUX - CENTREE,BAILEUX - CENTREE,56016E
11598,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E013,TRIEU BOUTON-GATE-LA GRESSIERE,TRIEU BOUTON-GATE-LA GRESSIERE,TRIEU BOUTON-GATE-LA GRESSIERE,56016E
11599,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E074,PARC INDUSTRIEL,PARC INDUSTRIEL,PARC INDUSTRIEL,56016E
11600,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E082,BOIS DE BAILEUX,BOIS DE BAILEUX,BOIS DE BAILEUX,56016E
11601,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E091,BAILEUX-HABITATIONS DISPERSEES,BAILEUX-HABITATIONS DISPERSEES,BAILEUX-HABITATIONS DISPERSEES,56016E
11602,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E10-,BOUTONVILLE-CENTRE,BOUTONVILLE-CENTRE,BOUTONVILLE-CENTRE,56016E
11603,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E190,BOUTONVILLE-HABITATIONS DISP.,BOUTONVILLE-HABITATIONS DISP.,BOUTONVILLE-HABITATIONS DISP.,56016E
11604,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016E29-,FORGE JEAN PETIT,FORGE JEAN PETIT,FORGE JEAN PETIT,56016E
11605,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016F00-,L'ESCAILLERE-CENTRE,L'ESCAILLERE-CENTRE,L'ESCAILLERE-CENTRE,56016F
11606,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016F09-,LISBONNE,LISBONNE,LISBONNE,56016F
11607,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016F19-,HAUTS MARAIS,HAUTS MARAIS,HAUTS MARAIS,56016F
11608,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016G00-,RIEZES-CENTRE,RIEZES-CENTRE,RIEZES-CENTRE,56016G
11609,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016G08-,LES CRAVATTES,LES CRAVATTES,LES CRAVATTES,56016G
11610,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016G091,BOIS DES RIEZES,BOIS DES RIEZES,BOIS DES RIEZES,56016G
11611,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016G192,HAUTE NIMELETTE,HAUTE NIMELETTE,HAUTE NIMELETTE,56016G
11612,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H00-,BOURLERS-CENTRE,BOURLERS-CENTRE,BOURLERS-CENTRE,56016H
11613,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H010,TRIEU DU BOSSU,TRIEU DU BOSSU,TRIEU DU BOSSU,56016H
11614,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H082,BOIS DE BOURLERS,BOIS DE BOURLERS,BOIS DE BOURLERS,56016H
11615,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H091,BOURLERS - HABITATIONS DISP.,BOURLERS - HABITATIONS DISP.,BOURLERS - HABITATIONS DISP.,56016H
11616,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H162,LA FLAMAMDE,LA FLAMAMDE,LA FLAMAMDE,56016H
11617,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016H191,BOIS DE LA THIERACHE,BOIS DE LA THIERACHE,BOIS DE LA THIERACHE,56016H
11618,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J009,FORGES-CENTRE,FORGES-CENTRE,FORGES-CENTRE,56016J
11619,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J010,BAS DU VILLAGE - POTERIE,BAS DU VILLAGE - POTERIE,BAS DU VILLAGE - POTERIE,56016J
11620,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J03-,BAUDOUAINE,BAUDOUAINE,BAUDOUAINE,56016J
11621,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J082,BOIS DES FORGES,BOIS DES FORGES,BOIS DES FORGES,56016J
11622,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J091,FORGES-HABITATIONS DISPERSEES,FORGES-HABITATIONS DISPERSEES,FORGES-HABITATIONS DISPERSEES,56016J
11623,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J162,CAMARGUE - LONGUE TAILLE,CAMARGUE - LONGUE TAILLE,CAMARGUE - LONGUE TAILLE,56016J
11624,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016J191,SCOURMONT,SCOURMONT,SCOURMONT,56016J
11625,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016K00-,SAINT-REMY-CENTRE,SAINT-REMY-CENTRE,SAINT-REMY-CENTRE,56016K
11626,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016K012,LE FEUILLET,LE FEUILLET,LE FEUILLET,56016K
11627,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016K091,ST-REMY-HAB. DISP.-LES CHAMPS,ST-REMY-HAB. DISP.-LES CHAMPS,ST-REMY-HAB. DISP.-LES CHAMPS,56016K
11628,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016K190,HAIES DE SAINT-REMY,HAIES DE SAINT-REMY,HAIES DE SAINT-REMY,56016K
11629,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016L00-,VILLERS-LA-TOUR-CENTRE,VILLERS-LA-TOUR-CENTRE,VILLERS-LA-TOUR-CENTRE,56016L
11630,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016L012,JEU DE BALLE,JEU DE BALLE,JEU DE BALLE,56016L
11631,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016L081,GRAND SARTS,GRAND SARTS,GRAND SARTS,56016L
11632,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016L09-,LE PERISEAU - LE VAILIER,LE PERISEAU - LE VAILIER,LE PERISEAU - LE VAILIER,56016L
11633,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016M00-,SALLES-CENTRE,SALLES-CENTRE,SALLES-CENTRE,56016M
11634,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016M09-,SALLES-HABITATIONS DISPERSEES,SALLES-HABITATIONS DISPERSEES,SALLES-HABITATIONS DISPERSEES,56016M
11635,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016M19-,FAGNE DE SALLES,FAGNE DE SALLES,FAGNE DE SALLES,56016M
11636,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016N00-,BAILIEVRE-CENTRE,BAILIEVRE-CENTRE,BAILIEVRE-CENTRE,56016N
11637,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016N012,BON AIR,BON AIR,BON AIR,56016N
11638,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016N091,TERNE - GRAND COURTIL -MOINIL,TERNE - GRAND COURTIL -MOINIL,TERNE - GRAND COURTIL -MOINIL,56016N
11639,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016N19-,HOUPPE DU BOIS - LES DESILIERS,HOUPPE DU BOIS - LES DESILIERS,HOUPPE DU BOIS - LES DESILIERS,56016N
11640,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016P00-,ROBECHIES-CENTRE,ROBECHIES-CENTRE,ROBECHIES-CENTRE,56016P
11641,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016P091,ROBECHIES - HABITATIONS DISP.,ROBECHIES - HABITATIONS DISP.,ROBECHIES - HABITATIONS DISP.,56016P
11642,Henegouwen,Thuin,Thuin,Chimay,Hainaut,Hainaut,Hennegau,56016,Chimay,Chimay,Chimay,56016P192,BOIS DE ROBECHIES,BOIS DE ROBECHIES,BOIS DE ROBECHIES,56016P
11643,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A001,LE VILLAGE,LE VILLAGE,LE VILLAGE,56022A
11644,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A011,GARE - CENTRE,GARE - CENTRE,GARE - CENTRE,56022A
11645,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A022,ROUTE DE MONS,ROUTE DE MONS,ROUTE DE MONS,56022A
11646,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A032,LES VIVIERS,LES VIVIERS,LES VIVIERS,56022A
11647,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A091,ERQUELINNES-HABITATIONS DISP.,ERQUELINNES-HABITATIONS DISP.,ERQUELINNES-HABITATIONS DISP.,56022A
11648,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022A0MJ,INSTALLATIONS FERROVIAIRES ET PORTUAIRES,INSTALLATIONS FERROVIAIRES ET PORTUAIRES,INSTALLATIONS FERROVIAIRES ET PORTUAIRES,56022A
11649,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B00-,SOLRE-SUR-SAMBRE-CENTRE,SOLRE-SUR-SAMBRE-CENTRE,SOLRE-SUR-SAMBRE-CENTRE,56022B
11650,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B011,MONT DE SOLRE,MONT DE SOLRE,MONT DE SOLRE,56022B
11651,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B022,GARE,GARE,GARE,56022B
11652,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B08-,PLAINE DL CROIX-CAVEE-CLICATTE,PLAINE DL CROIX-CAVEE-CLICATTE,PLAINE DL CROIX-CAVEE-CLICATTE,56022B
11653,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B09-,BOIS DU COMTE - THURE,BOIS DU COMTE - THURE,BOIS DU COMTE - THURE,56022B
11654,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B19-,PONT D'HANTES,PONT D'HANTES,PONT D'HANTES,56022B
11655,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B29-,QUEWETTE,QUEWETTE,QUEWETTE,56022B
11656,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B31-,PONT DE SAMBRE,PONT DE SAMBRE,PONT DE SAMBRE,56022B
11657,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B39-,NEUVILLE,NEUVILLE,NEUVILLE,56022B
11658,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022B41-,FAUBOURG DE MERBES,FAUBOURG DE MERBES,FAUBOURG DE MERBES,56022B
11659,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022C00-,HANTES-WIHERIES-CENTRE,HANTES-WIHERIES-CENTRE,HANTES-WIHERIES-CENTRE,56022C
11660,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022C08-,LA HANTES-EST,LA HANTES-EST,LA HANTES-EST,56022C
11661,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022C09-,WIHERIES - LA HANTES-OUEST,WIHERIES - LA HANTES-OUEST,WIHERIES - LA HANTES-OUEST,56022C
11662,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022D000,MONTIGNIES-SAINT-CHRISTOPHE - CENTRE,MONTIGNIES-SAINT-CHRISTOPHE - CENTRE,MONTIGNIES-SAINT-CHRISTOPHE - CENTRE,56022D
11663,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022D090,MONTIGNIES-HABITATIONS DISP.,MONTIGNIES-HABITATIONS DISP.,MONTIGNIES-HABITATIONS DISP.,56022D
11664,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022E000,BERSILLIES-L'ABBAYE-CENTRE,BERSILLIES-L'ABBAYE-CENTRE,BERSILLIES-L'ABBAYE-CENTRE,56022E
11665,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022E062,BOIS DE LA HALLE,BOIS DE LA HALLE,BOIS DE LA HALLE,56022E
11666,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022E091,BERSILLIES - HABITATIONS DISP.,BERSILLIES - HABITATIONS DISP.,BERSILLIES - HABITATIONS DISP.,56022E
11667,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F001,GRAND-RENG-CENTRE,GRAND-RENG-CENTRE,GRAND-RENG-CENTRE,56022F
11668,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F012,COUTURE,COUTURE,COUTURE,56022F
11669,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F021,PORTE DE FRANCE,PORTE DE FRANCE,PORTE DE FRANCE,56022F
11670,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F022,PORTE DE FRANCE,PORTE DE FRANCE,PORTE DE FRANCE,56022F
11671,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F082,VENT DE BISE - BUISSON MARPENT,VENT DE BISE - BUISSON MARPENT,VENT DE BISE - BUISSON MARPENT,56022F
11672,Henegouwen,Thuin,Thuin,Erquelinnes,Hainaut,Hainaut,Hennegau,56022,Erquelinnes,Erquelinnes,Erquelinnes,56022F091,BOUTIGNIES - POINT DU JOUR,BOUTIGNIES - POINT DU JOUR,BOUTIGNIES - POINT DU JOUR,56022F
11673,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A001,FROIDCHAPELLE-CENTRE,FROIDCHAPELLE-CENTRE,FROIDCHAPELLE-CENTRE,56029A
11674,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A012,PIERRAILLE,PIERRAILLE,PIERRAILLE,56029A
11675,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A081,MARTINSART,MARTINSART,MARTINSART,56029A
11676,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A090,CHAMPS DE BANCE - HERNOY BOIS,CHAMPS DE BANCE - HERNOY BOIS,CHAMPS DE BANCE - HERNOY BOIS,56029A
11677,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A10-,FOURBECHIES-CENTRE,FOURBECHIES-CENTRE,FOURBECHIES-CENTRE,56029A
11678,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A102,FOURBECHIES - SAINTE-RITA,FOURBECHIES - SAINTE-RITA,FOURBECHIES - SAINTE-RITA,56029A
11679,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A182,TROUPEAU - MILOMBOIS-LEGNERIE,TROUPEAU - MILOMBOIS-LEGNERIE,TROUPEAU - MILOMBOIS-LEGNERIE,56029A
11680,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A191,FOURBECHIES-HABITATIONS DISP.,FOURBECHIES-HABITATIONS DISP.,FOURBECHIES-HABITATIONS DISP.,56029A
11681,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A1AJ,BOSQUET - CHENIA,BOSQUET - CHENIA,BOSQUET - CHENIA,56029A
11682,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A29-,QUEUE DE BANCE - HURTAUT,QUEUE DE BANCE - HURTAUT,QUEUE DE BANCE - HURTAUT,56029A
11683,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A39-,WALESTRU - FERRIERE,WALESTRU - FERRIERE,WALESTRU - FERRIERE,56029A
11684,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029A490,CIERNEAU,CIERNEAU,CIERNEAU,56029A
11685,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029B000,VERGNIES-CENTRE,VERGNIES-CENTRE,VERGNIES-CENTRE,56029B
11686,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029B090,VERGNIES-HABITATIONS DISP.,VERGNIES-HABITATIONS DISP.,VERGNIES-HABITATIONS DISP.,56029B
11687,Henegouwen,Thuin,Thuin,Froidchapelle,Hainaut,Hainaut,Hennegau,56029,Froidchapelle,Froidchapelle,Froidchapelle,56029B163,CUL DE CHEVAL,CUL DE CHEVAL,CUL DE CHEVAL,56029B
